
loading dataset ...
len(hyper) of ntire2022 dataset:897
len(bgr) of ntire2022 dataset:897
[iter:18200/300000],lr=0.000198199,train_losses.avg=0.410968930
[iter:18220/300000],lr=0.000198195,train_losses.avg=0.410847843
[iter:18240/300000],lr=0.000198191,train_losses.avg=0.410723150
[iter:18260/300000],lr=0.000198187,train_losses.avg=0.410661697
[iter:18280/300000],lr=0.000198183,train_losses.avg=0.410562575
[iter:18300/300000],lr=0.000198179,train_losses.avg=0.410436362
[iter:18320/300000],lr=0.000198175,train_losses.avg=0.410295576
[iter:18340/300000],lr=0.000198171,train_losses.avg=0.410213828
[iter:18360/300000],lr=0.000198167,train_losses.avg=0.410113215
[iter:18380/300000],lr=0.000198163,train_losses.avg=0.409981698
[iter:18400/300000],lr=0.000198159,train_losses.avg=0.409854293
[iter:18420/300000],lr=0.000198155,train_losses.avg=0.409755349
[iter:18440/300000],lr=0.000198151,train_losses.avg=0.409647077
[iter:18460/300000],lr=0.000198147,train_losses.avg=0.409587443
[iter:18480/300000],lr=0.000198143,train_losses.avg=0.409499466
[iter:18500/300000],lr=0.000198139,train_losses.avg=0.409367472
[iter:18520/300000],lr=0.000198135,train_losses.avg=0.409285009
[iter:18540/300000],lr=0.000198131,train_losses.avg=0.409163684
[iter:18560/300000],lr=0.000198127,train_losses.avg=0.409028530
[iter:18580/300000],lr=0.000198123,train_losses.avg=0.408886254
[iter:18600/300000],lr=0.000198119,train_losses.avg=0.408733815
[iter:18620/300000],lr=0.000198115,train_losses.avg=0.408645958
[iter:18640/300000],lr=0.000198111,train_losses.avg=0.408556342
[iter:18660/300000],lr=0.000198107,train_losses.avg=0.408418506
[iter:18680/300000],lr=0.000198103,train_losses.avg=0.408333093
[iter:18700/300000],lr=0.000198098,train_losses.avg=0.408223510
[iter:18720/300000],lr=0.000198094,train_losses.avg=0.408130676
[iter:18740/300000],lr=0.000198090,train_losses.avg=0.408013016
[iter:18760/300000],lr=0.000198086,train_losses.avg=0.407903016
[iter:18780/300000],lr=0.000198082,train_losses.avg=0.407778233
[iter:18800/300000],lr=0.000198078,train_losses.avg=0.407674670
[iter:18820/300000],lr=0.000198074,train_losses.avg=0.407545209
[iter:18840/300000],lr=0.000198070,train_losses.avg=0.407424986
[iter:18860/300000],lr=0.000198066,train_losses.avg=0.407296449
[iter:18880/300000],lr=0.000198062,train_losses.avg=0.407169551
[iter:18900/300000],lr=0.000198058,train_losses.avg=0.407062918
[iter:18920/300000],lr=0.000198054,train_losses.avg=0.406969041
[iter:18940/300000],lr=0.000198050,train_losses.avg=0.406876564
[iter:18960/300000],lr=0.000198045,train_losses.avg=0.406774193
[iter:18980/300000],lr=0.000198041,train_losses.avg=0.406712979
[iter:19000/300000],lr=0.000198037,train_losses.avg=0.406615645
MRAE:0.25196945667266846, RMSE: 0.03512020409107208, PNSR:31.006954193115234
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[019000], Epoch[000019], learning rate : 0.000198037, Train MRAE: 0.406615645, Test MRAE: 0.251969457, Test RMSE: 0.035120204, Test PSNR: 31.006954193 
[iter:19020/300000],lr=0.000198033,train_losses.avg=0.406508386
[iter:19040/300000],lr=0.000198029,train_losses.avg=0.406474262
[iter:19060/300000],lr=0.000198025,train_losses.avg=0.406370044
[iter:19080/300000],lr=0.000198021,train_losses.avg=0.406253725
[iter:19100/300000],lr=0.000198017,train_losses.avg=0.406149149
[iter:19120/300000],lr=0.000198012,train_losses.avg=0.406036466
[iter:19140/300000],lr=0.000198008,train_losses.avg=0.405902445
[iter:19160/300000],lr=0.000198004,train_losses.avg=0.405780405
[iter:19180/300000],lr=0.000198000,train_losses.avg=0.405643135
[iter:19200/300000],lr=0.000197996,train_losses.avg=0.405539244
[iter:19220/300000],lr=0.000197992,train_losses.avg=0.405435860
[iter:19240/300000],lr=0.000197987,train_losses.avg=0.405329943
[iter:19260/300000],lr=0.000197983,train_losses.avg=0.405223131
[iter:19280/300000],lr=0.000197979,train_losses.avg=0.405097544
[iter:19300/300000],lr=0.000197975,train_losses.avg=0.405005783
[iter:19320/300000],lr=0.000197971,train_losses.avg=0.404895842
[iter:19340/300000],lr=0.000197967,train_losses.avg=0.404784054
[iter:19360/300000],lr=0.000197962,train_losses.avg=0.404662102
[iter:19380/300000],lr=0.000197958,train_losses.avg=0.404522955
[iter:19400/300000],lr=0.000197954,train_losses.avg=0.404397339
[iter:19420/300000],lr=0.000197950,train_losses.avg=0.404271871
[iter:19440/300000],lr=0.000197946,train_losses.avg=0.404164076
[iter:19460/300000],lr=0.000197941,train_losses.avg=0.404055178
[iter:19480/300000],lr=0.000197937,train_losses.avg=0.403942943
[iter:19500/300000],lr=0.000197933,train_losses.avg=0.403818518
[iter:19520/300000],lr=0.000197929,train_losses.avg=0.403703272
[iter:19540/300000],lr=0.000197924,train_losses.avg=0.403612226
[iter:19560/300000],lr=0.000197920,train_losses.avg=0.403543293
[iter:19580/300000],lr=0.000197916,train_losses.avg=0.403415978
[iter:19600/300000],lr=0.000197912,train_losses.avg=0.403278112
[iter:19620/300000],lr=0.000197907,train_losses.avg=0.403162897
[iter:19640/300000],lr=0.000197903,train_losses.avg=0.403038174
[iter:19660/300000],lr=0.000197899,train_losses.avg=0.402940273
[iter:19680/300000],lr=0.000197895,train_losses.avg=0.402825713
[iter:19700/300000],lr=0.000197890,train_losses.avg=0.402716696
[iter:19720/300000],lr=0.000197886,train_losses.avg=0.402589083
[iter:19740/300000],lr=0.000197882,train_losses.avg=0.402443767
[iter:19760/300000],lr=0.000197878,train_losses.avg=0.402317613
[iter:19780/300000],lr=0.000197873,train_losses.avg=0.402225822
[iter:19800/300000],lr=0.000197869,train_losses.avg=0.402117670
[iter:19820/300000],lr=0.000197865,train_losses.avg=0.402034044
[iter:19840/300000],lr=0.000197860,train_losses.avg=0.401947379
[iter:19860/300000],lr=0.000197856,train_losses.avg=0.401829332
[iter:19880/300000],lr=0.000197852,train_losses.avg=0.401713043
[iter:19900/300000],lr=0.000197848,train_losses.avg=0.401610434
[iter:19920/300000],lr=0.000197843,train_losses.avg=0.401503086
[iter:19940/300000],lr=0.000197839,train_losses.avg=0.401401848
[iter:19960/300000],lr=0.000197835,train_losses.avg=0.401296794
[iter:19980/300000],lr=0.000197830,train_losses.avg=0.401180297
[iter:20000/300000],lr=0.000197826,train_losses.avg=0.401060522
MRAE:0.2972950339317322, RMSE: 0.04546034336090088, PNSR:29.000362396240234
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[020000], Epoch[000020], learning rate : 0.000197826, Train MRAE: 0.401060522, Test MRAE: 0.297295034, Test RMSE: 0.045460343, Test PSNR: 29.000362396 
[iter:20020/300000],lr=0.000197822,train_losses.avg=0.400952905
[iter:20040/300000],lr=0.000197817,train_losses.avg=0.400860012
[iter:20060/300000],lr=0.000197813,train_losses.avg=0.400773644
[iter:20080/300000],lr=0.000197809,train_losses.avg=0.400679201
[iter:20100/300000],lr=0.000197804,train_losses.avg=0.400564045
[iter:20120/300000],lr=0.000197800,train_losses.avg=0.400446206
[iter:20140/300000],lr=0.000197795,train_losses.avg=0.400342524
[iter:20160/300000],lr=0.000197791,train_losses.avg=0.400229663
[iter:20180/300000],lr=0.000197787,train_losses.avg=0.400145918
[iter:20200/300000],lr=0.000197782,train_losses.avg=0.400056750
[iter:20220/300000],lr=0.000197778,train_losses.avg=0.399930716
[iter:20240/300000],lr=0.000197774,train_losses.avg=0.399797022
[iter:20260/300000],lr=0.000197769,train_losses.avg=0.399688989
[iter:20280/300000],lr=0.000197765,train_losses.avg=0.399571151
[iter:20300/300000],lr=0.000197760,train_losses.avg=0.399476409
[iter:20320/300000],lr=0.000197756,train_losses.avg=0.399342567
[iter:20340/300000],lr=0.000197752,train_losses.avg=0.399299949
[iter:20360/300000],lr=0.000197747,train_losses.avg=0.399210036
[iter:20380/300000],lr=0.000197743,train_losses.avg=0.399121791
[iter:20400/300000],lr=0.000197738,train_losses.avg=0.399041355
[iter:20420/300000],lr=0.000197734,train_losses.avg=0.398950219
[iter:20440/300000],lr=0.000197730,train_losses.avg=0.398830384
[iter:20460/300000],lr=0.000197725,train_losses.avg=0.398743689
[iter:20480/300000],lr=0.000197721,train_losses.avg=0.398635536
[iter:20500/300000],lr=0.000197716,train_losses.avg=0.398567289
[iter:20520/300000],lr=0.000197712,train_losses.avg=0.398481011
[iter:20540/300000],lr=0.000197707,train_losses.avg=0.398391485
[iter:20560/300000],lr=0.000197703,train_losses.avg=0.398296177
[iter:20580/300000],lr=0.000197698,train_losses.avg=0.398200810
[iter:20600/300000],lr=0.000197694,train_losses.avg=0.398109138
[iter:20620/300000],lr=0.000197690,train_losses.avg=0.398003638
[iter:20640/300000],lr=0.000197685,train_losses.avg=0.397868693
[iter:20660/300000],lr=0.000197681,train_losses.avg=0.397751659
[iter:20680/300000],lr=0.000197676,train_losses.avg=0.397643447
[iter:20700/300000],lr=0.000197672,train_losses.avg=0.397542089
[iter:20720/300000],lr=0.000197667,train_losses.avg=0.397437751
[iter:20740/300000],lr=0.000197663,train_losses.avg=0.397331834
[iter:20760/300000],lr=0.000197658,train_losses.avg=0.397202134
[iter:20780/300000],lr=0.000197654,train_losses.avg=0.397094220
[iter:20800/300000],lr=0.000197649,train_losses.avg=0.397022933
[iter:20820/300000],lr=0.000197645,train_losses.avg=0.396906376
[iter:20840/300000],lr=0.000197640,train_losses.avg=0.396809161
[iter:20860/300000],lr=0.000197636,train_losses.avg=0.396685272
[iter:20880/300000],lr=0.000197631,train_losses.avg=0.396575630
[iter:20900/300000],lr=0.000197627,train_losses.avg=0.396492749
[iter:20920/300000],lr=0.000197622,train_losses.avg=0.396364033
[iter:20940/300000],lr=0.000197618,train_losses.avg=0.396225035
[iter:20960/300000],lr=0.000197613,train_losses.avg=0.396150589
[iter:20980/300000],lr=0.000197608,train_losses.avg=0.396021545
[iter:21000/300000],lr=0.000197604,train_losses.avg=0.395934761
MRAE:0.31050974130630493, RMSE: 0.04507681727409363, PNSR:28.61199188232422
 Iter[021000], Epoch[000021], learning rate : 0.000197604, Train MRAE: 0.395934761, Test MRAE: 0.310509741, Test RMSE: 0.045076817, Test PSNR: 28.611991882 
[iter:21020/300000],lr=0.000197599,train_losses.avg=0.395810485
[iter:21040/300000],lr=0.000197595,train_losses.avg=0.395731807
[iter:21060/300000],lr=0.000197590,train_losses.avg=0.395637035
[iter:21080/300000],lr=0.000197586,train_losses.avg=0.395570993
[iter:21100/300000],lr=0.000197581,train_losses.avg=0.395465195
[iter:21120/300000],lr=0.000197577,train_losses.avg=0.395350963
[iter:21140/300000],lr=0.000197572,train_losses.avg=0.395217896
[iter:21160/300000],lr=0.000197567,train_losses.avg=0.395115525
[iter:21180/300000],lr=0.000197563,train_losses.avg=0.395039082
[iter:21200/300000],lr=0.000197558,train_losses.avg=0.394928038
[iter:21220/300000],lr=0.000197554,train_losses.avg=0.394866109
[iter:21240/300000],lr=0.000197549,train_losses.avg=0.394749403
[iter:21260/300000],lr=0.000197544,train_losses.avg=0.394672096
[iter:21280/300000],lr=0.000197540,train_losses.avg=0.394543976
[iter:21300/300000],lr=0.000197535,train_losses.avg=0.394468069
[iter:21320/300000],lr=0.000197531,train_losses.avg=0.394383341
[iter:21340/300000],lr=0.000197526,train_losses.avg=0.394276470
[iter:21360/300000],lr=0.000197521,train_losses.avg=0.394161165
[iter:21380/300000],lr=0.000197517,train_losses.avg=0.394079506
[iter:21400/300000],lr=0.000197512,train_losses.avg=0.393978775
[iter:21420/300000],lr=0.000197508,train_losses.avg=0.393877119
[iter:21440/300000],lr=0.000197503,train_losses.avg=0.393782347
[iter:21460/300000],lr=0.000197498,train_losses.avg=0.393727154
[iter:21480/300000],lr=0.000197494,train_losses.avg=0.393637985
[iter:21500/300000],lr=0.000197489,train_losses.avg=0.393540233
[iter:21520/300000],lr=0.000197484,train_losses.avg=0.393423349
[iter:21540/300000],lr=0.000197480,train_losses.avg=0.393326730
[iter:21560/300000],lr=0.000197475,train_losses.avg=0.393248141
[iter:21580/300000],lr=0.000197470,train_losses.avg=0.393140942
[iter:21600/300000],lr=0.000197466,train_losses.avg=0.393036067
[iter:21620/300000],lr=0.000197461,train_losses.avg=0.392936021
[iter:21640/300000],lr=0.000197456,train_losses.avg=0.392847568
[iter:21660/300000],lr=0.000197452,train_losses.avg=0.392750025
[iter:21680/300000],lr=0.000197447,train_losses.avg=0.392681807
[iter:21700/300000],lr=0.000197442,train_losses.avg=0.392583042
[iter:21720/300000],lr=0.000197438,train_losses.avg=0.392504305
[iter:21740/300000],lr=0.000197433,train_losses.avg=0.392403513
[iter:21760/300000],lr=0.000197428,train_losses.avg=0.392298758
[iter:21780/300000],lr=0.000197423,train_losses.avg=0.392212152
[iter:21800/300000],lr=0.000197419,train_losses.avg=0.392110080
[iter:21820/300000],lr=0.000197414,train_losses.avg=0.392007679
[iter:21840/300000],lr=0.000197409,train_losses.avg=0.391913325
[iter:21860/300000],lr=0.000197405,train_losses.avg=0.391812652
[iter:21880/300000],lr=0.000197400,train_losses.avg=0.391731620
[iter:21900/300000],lr=0.000197395,train_losses.avg=0.391653001
[iter:21920/300000],lr=0.000197390,train_losses.avg=0.391586661
[iter:21940/300000],lr=0.000197386,train_losses.avg=0.391493380
[iter:21960/300000],lr=0.000197381,train_losses.avg=0.391382337
[iter:21980/300000],lr=0.000197376,train_losses.avg=0.391254991
[iter:22000/300000],lr=0.000197371,train_losses.avg=0.391159177
MRAE:0.3057221472263336, RMSE: 0.048262543976306915, PNSR:28.753353118896484
 Iter[022000], Epoch[000022], learning rate : 0.000197371, Train MRAE: 0.391159177, Test MRAE: 0.305722147, Test RMSE: 0.048262544, Test PSNR: 28.753353119 
[iter:22020/300000],lr=0.000197367,train_losses.avg=0.391059339
[iter:22040/300000],lr=0.000197362,train_losses.avg=0.390940547
[iter:22060/300000],lr=0.000197357,train_losses.avg=0.390823841
[iter:22080/300000],lr=0.000197352,train_losses.avg=0.390728980
[iter:22100/300000],lr=0.000197347,train_losses.avg=0.390625477
[iter:22120/300000],lr=0.000197343,train_losses.avg=0.390526593
[iter:22140/300000],lr=0.000197338,train_losses.avg=0.390403390
[iter:22160/300000],lr=0.000197333,train_losses.avg=0.390325904
[iter:22180/300000],lr=0.000197328,train_losses.avg=0.390238971
[iter:22200/300000],lr=0.000197324,train_losses.avg=0.390118062
[iter:22220/300000],lr=0.000197319,train_losses.avg=0.390021175
[iter:22240/300000],lr=0.000197314,train_losses.avg=0.389899373
[iter:22260/300000],lr=0.000197309,train_losses.avg=0.389798760
[iter:22280/300000],lr=0.000197304,train_losses.avg=0.389700919
[iter:22300/300000],lr=0.000197299,train_losses.avg=0.389591843
[iter:22320/300000],lr=0.000197295,train_losses.avg=0.389498323
[iter:22340/300000],lr=0.000197290,train_losses.avg=0.389369398
[iter:22360/300000],lr=0.000197285,train_losses.avg=0.389272392
[iter:22380/300000],lr=0.000197280,train_losses.avg=0.389156252
[iter:22400/300000],lr=0.000197275,train_losses.avg=0.389046967
[iter:22420/300000],lr=0.000197270,train_losses.avg=0.388931870
[iter:22440/300000],lr=0.000197266,train_losses.avg=0.388816953
[iter:22460/300000],lr=0.000197261,train_losses.avg=0.388730824
[iter:22480/300000],lr=0.000197256,train_losses.avg=0.388615131
[iter:22500/300000],lr=0.000197251,train_losses.avg=0.388532341
[iter:22520/300000],lr=0.000197246,train_losses.avg=0.388443917
[iter:22540/300000],lr=0.000197241,train_losses.avg=0.388327956
[iter:22560/300000],lr=0.000197236,train_losses.avg=0.388227999
[iter:22580/300000],lr=0.000197232,train_losses.avg=0.388149202
[iter:22600/300000],lr=0.000197227,train_losses.avg=0.388048500
[iter:22620/300000],lr=0.000197222,train_losses.avg=0.387917697
[iter:22640/300000],lr=0.000197217,train_losses.avg=0.387852669
[iter:22660/300000],lr=0.000197212,train_losses.avg=0.387775511
[iter:22680/300000],lr=0.000197207,train_losses.avg=0.387647301
[iter:22700/300000],lr=0.000197202,train_losses.avg=0.387538463
[iter:22720/300000],lr=0.000197197,train_losses.avg=0.387429833
[iter:22740/300000],lr=0.000197192,train_losses.avg=0.387336522
[iter:22760/300000],lr=0.000197187,train_losses.avg=0.387244254
[iter:22780/300000],lr=0.000197183,train_losses.avg=0.387140781
[iter:22800/300000],lr=0.000197178,train_losses.avg=0.387018114
[iter:22820/300000],lr=0.000197173,train_losses.avg=0.386902571
[iter:22840/300000],lr=0.000197168,train_losses.avg=0.386824161
[iter:22860/300000],lr=0.000197163,train_losses.avg=0.386698276
[iter:22880/300000],lr=0.000197158,train_losses.avg=0.386624515
[iter:22900/300000],lr=0.000197153,train_losses.avg=0.386533082
[iter:22920/300000],lr=0.000197148,train_losses.avg=0.386435509
[iter:22940/300000],lr=0.000197143,train_losses.avg=0.386333585
[iter:22960/300000],lr=0.000197138,train_losses.avg=0.386253476
[iter:22980/300000],lr=0.000197133,train_losses.avg=0.386168212
[iter:23000/300000],lr=0.000197128,train_losses.avg=0.386059910
MRAE:0.3145112097263336, RMSE: 0.04369425028562546, PNSR:29.08778953552246
 Iter[023000], Epoch[000023], learning rate : 0.000197128, Train MRAE: 0.386059910, Test MRAE: 0.314511210, Test RMSE: 0.043694250, Test PSNR: 29.087789536 
[iter:23020/300000],lr=0.000197123,train_losses.avg=0.385975480
[iter:23040/300000],lr=0.000197118,train_losses.avg=0.385894865
[iter:23060/300000],lr=0.000197113,train_losses.avg=0.385790884
[iter:23080/300000],lr=0.000197108,train_losses.avg=0.385717183
[iter:23100/300000],lr=0.000197103,train_losses.avg=0.385609686
[iter:23120/300000],lr=0.000197098,train_losses.avg=0.385508031
[iter:23140/300000],lr=0.000197093,train_losses.avg=0.385410577
[iter:23160/300000],lr=0.000197088,train_losses.avg=0.385314286
[iter:23180/300000],lr=0.000197083,train_losses.avg=0.385198921
[iter:23200/300000],lr=0.000197078,train_losses.avg=0.385126382
[iter:23220/300000],lr=0.000197073,train_losses.avg=0.385024667
[iter:23240/300000],lr=0.000197068,train_losses.avg=0.384909391
[iter:23260/300000],lr=0.000197063,train_losses.avg=0.384787679
[iter:23280/300000],lr=0.000197058,train_losses.avg=0.384727061
[iter:23300/300000],lr=0.000197053,train_losses.avg=0.384634614
[iter:23320/300000],lr=0.000197048,train_losses.avg=0.384544462
[iter:23340/300000],lr=0.000197043,train_losses.avg=0.384457320
[iter:23360/300000],lr=0.000197038,train_losses.avg=0.384356529
[iter:23380/300000],lr=0.000197033,train_losses.avg=0.384259105
[iter:23400/300000],lr=0.000197028,train_losses.avg=0.384184271
[iter:23420/300000],lr=0.000197023,train_losses.avg=0.384097517
[iter:23440/300000],lr=0.000197018,train_losses.avg=0.384027004
[iter:23460/300000],lr=0.000197013,train_losses.avg=0.383940786
[iter:23480/300000],lr=0.000197008,train_losses.avg=0.383838862
[iter:23500/300000],lr=0.000197003,train_losses.avg=0.383738607
[iter:23520/300000],lr=0.000196997,train_losses.avg=0.383648932
[iter:23540/300000],lr=0.000196992,train_losses.avg=0.383537441
[iter:23560/300000],lr=0.000196987,train_losses.avg=0.383466125
[iter:23580/300000],lr=0.000196982,train_losses.avg=0.383391619
[iter:23600/300000],lr=0.000196977,train_losses.avg=0.383317202
[iter:23620/300000],lr=0.000196972,train_losses.avg=0.383239716
[iter:23640/300000],lr=0.000196967,train_losses.avg=0.383144677
[iter:23660/300000],lr=0.000196962,train_losses.avg=0.383036286
[iter:23680/300000],lr=0.000196957,train_losses.avg=0.382932305
[iter:23700/300000],lr=0.000196952,train_losses.avg=0.382855117
[iter:23720/300000],lr=0.000196946,train_losses.avg=0.382778376
[iter:23740/300000],lr=0.000196941,train_losses.avg=0.382685035
[iter:23760/300000],lr=0.000196936,train_losses.avg=0.382607549
[iter:23780/300000],lr=0.000196931,train_losses.avg=0.382498980
[iter:23800/300000],lr=0.000196926,train_losses.avg=0.382414460
[iter:23820/300000],lr=0.000196921,train_losses.avg=0.382330745
[iter:23840/300000],lr=0.000196916,train_losses.avg=0.382240266
[iter:23860/300000],lr=0.000196910,train_losses.avg=0.382138491
[iter:23880/300000],lr=0.000196905,train_losses.avg=0.382041067
[iter:23900/300000],lr=0.000196900,train_losses.avg=0.381950200
[iter:23920/300000],lr=0.000196895,train_losses.avg=0.381884754
[iter:23940/300000],lr=0.000196890,train_losses.avg=0.381813616
[iter:23960/300000],lr=0.000196885,train_losses.avg=0.381776154
[iter:23980/300000],lr=0.000196879,train_losses.avg=0.381722838
[iter:24000/300000],lr=0.000196874,train_losses.avg=0.381664097
MRAE:0.24796073138713837, RMSE: 0.038287341594696045, PNSR:30.42616844177246
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[024000], Epoch[000024], learning rate : 0.000196874, Train MRAE: 0.381664097, Test MRAE: 0.247960731, Test RMSE: 0.038287342, Test PSNR: 30.426168442 
[iter:24020/300000],lr=0.000196869,train_losses.avg=0.381564230
[iter:24040/300000],lr=0.000196864,train_losses.avg=0.381475657
[iter:24060/300000],lr=0.000196859,train_losses.avg=0.381388515
[iter:24080/300000],lr=0.000196854,train_losses.avg=0.381309122
[iter:24100/300000],lr=0.000196848,train_losses.avg=0.381248295
[iter:24120/300000],lr=0.000196843,train_losses.avg=0.381179154
[iter:24140/300000],lr=0.000196838,train_losses.avg=0.381124556
[iter:24160/300000],lr=0.000196833,train_losses.avg=0.381046861
[iter:24180/300000],lr=0.000196827,train_losses.avg=0.380954444
[iter:24200/300000],lr=0.000196822,train_losses.avg=0.380864322
[iter:24220/300000],lr=0.000196817,train_losses.avg=0.380783975
[iter:24240/300000],lr=0.000196812,train_losses.avg=0.380695969
[iter:24260/300000],lr=0.000196807,train_losses.avg=0.380603909
[iter:24280/300000],lr=0.000196801,train_losses.avg=0.380513191
[iter:24300/300000],lr=0.000196796,train_losses.avg=0.380410075
[iter:24320/300000],lr=0.000196791,train_losses.avg=0.380318224
[iter:24340/300000],lr=0.000196786,train_losses.avg=0.380235106
[iter:24360/300000],lr=0.000196780,train_losses.avg=0.380141526
[iter:24380/300000],lr=0.000196775,train_losses.avg=0.380047739
[iter:24400/300000],lr=0.000196770,train_losses.avg=0.379961461
[iter:24420/300000],lr=0.000196765,train_losses.avg=0.379864275
[iter:24440/300000],lr=0.000196759,train_losses.avg=0.379774719
[iter:24460/300000],lr=0.000196754,train_losses.avg=0.379675537
[iter:24480/300000],lr=0.000196749,train_losses.avg=0.379581869
[iter:24500/300000],lr=0.000196743,train_losses.avg=0.379495710
[iter:24520/300000],lr=0.000196738,train_losses.avg=0.379401028
[iter:24540/300000],lr=0.000196733,train_losses.avg=0.379315615
[iter:24560/300000],lr=0.000196728,train_losses.avg=0.379231513
[iter:24580/300000],lr=0.000196722,train_losses.avg=0.379123420
[iter:24600/300000],lr=0.000196717,train_losses.avg=0.379033059
[iter:24620/300000],lr=0.000196712,train_losses.avg=0.378947824
[iter:24640/300000],lr=0.000196706,train_losses.avg=0.378848106
[iter:24660/300000],lr=0.000196701,train_losses.avg=0.378763616
[iter:24680/300000],lr=0.000196696,train_losses.avg=0.378681600
[iter:24700/300000],lr=0.000196690,train_losses.avg=0.378602862
[iter:24720/300000],lr=0.000196685,train_losses.avg=0.378506690
[iter:24740/300000],lr=0.000196680,train_losses.avg=0.378409266
[iter:24760/300000],lr=0.000196674,train_losses.avg=0.378313899
[iter:24780/300000],lr=0.000196669,train_losses.avg=0.378232509
[iter:24800/300000],lr=0.000196664,train_losses.avg=0.378150940
[iter:24820/300000],lr=0.000196658,train_losses.avg=0.378071725
[iter:24840/300000],lr=0.000196653,train_losses.avg=0.377995014
[iter:24860/300000],lr=0.000196648,train_losses.avg=0.377902150
[iter:24880/300000],lr=0.000196642,train_losses.avg=0.377809912
[iter:24900/300000],lr=0.000196637,train_losses.avg=0.377714336
[iter:24920/300000],lr=0.000196631,train_losses.avg=0.377638459
[iter:24940/300000],lr=0.000196626,train_losses.avg=0.377553642
[iter:24960/300000],lr=0.000196621,train_losses.avg=0.377464175
[iter:24980/300000],lr=0.000196615,train_losses.avg=0.377369761
[iter:25000/300000],lr=0.000196610,train_losses.avg=0.377267331
MRAE:0.23851048946380615, RMSE: 0.03142603859305382, PNSR:32.17852783203125
Saving to ./exp/restormer/2025_01_22_13_49_19
 Iter[025000], Epoch[000025], learning rate : 0.000196610, Train MRAE: 0.377267331, Test MRAE: 0.238510489, Test RMSE: 0.031426039, Test PSNR: 32.178527832 
[iter:25020/300000],lr=0.000196604,train_losses.avg=0.377173752
[iter:25040/300000],lr=0.000196599,train_losses.avg=0.377115875
[iter:25060/300000],lr=0.000196594,train_losses.avg=0.377034009
[iter:25080/300000],lr=0.000196588,train_losses.avg=0.376940101
[iter:25100/300000],lr=0.000196583,train_losses.avg=0.376844466
[iter:25120/300000],lr=0.000196577,train_losses.avg=0.376770854
[iter:25140/300000],lr=0.000196572,train_losses.avg=0.376722515
[iter:25160/300000],lr=0.000196567,train_losses.avg=0.376642197
[iter:25180/300000],lr=0.000196561,train_losses.avg=0.376563102
[iter:25200/300000],lr=0.000196556,train_losses.avg=0.376471639
[iter:25220/300000],lr=0.000196550,train_losses.avg=0.376397431
[iter:25240/300000],lr=0.000196545,train_losses.avg=0.376296461
[iter:25260/300000],lr=0.000196539,train_losses.avg=0.376201600
[iter:25280/300000],lr=0.000196534,train_losses.avg=0.376122147
[iter:25300/300000],lr=0.000196529,train_losses.avg=0.376037151
[iter:25320/300000],lr=0.000196523,train_losses.avg=0.375950783
[iter:25340/300000],lr=0.000196518,train_losses.avg=0.375866503
[iter:25360/300000],lr=0.000196512,train_losses.avg=0.375770509
[iter:25380/300000],lr=0.000196507,train_losses.avg=0.375701636
[iter:25400/300000],lr=0.000196501,train_losses.avg=0.375601619
[iter:25420/300000],lr=0.000196496,train_losses.avg=0.375506788
[iter:25440/300000],lr=0.000196490,train_losses.avg=0.375447959
[iter:25460/300000],lr=0.000196485,train_losses.avg=0.375373900
[iter:25480/300000],lr=0.000196479,train_losses.avg=0.375288367
[iter:25500/300000],lr=0.000196474,train_losses.avg=0.375216693
[iter:25520/300000],lr=0.000196468,train_losses.avg=0.375118852
[iter:25540/300000],lr=0.000196463,train_losses.avg=0.375023246
[iter:25560/300000],lr=0.000196457,train_losses.avg=0.374939829
[iter:25580/300000],lr=0.000196452,train_losses.avg=0.374854565
[iter:25600/300000],lr=0.000196446,train_losses.avg=0.374773055
[iter:25620/300000],lr=0.000196441,train_losses.avg=0.374718338
[iter:25640/300000],lr=0.000196435,train_losses.avg=0.374641091
[iter:25660/300000],lr=0.000196430,train_losses.avg=0.374579072
[iter:25680/300000],lr=0.000196424,train_losses.avg=0.374514669
[iter:25700/300000],lr=0.000196419,train_losses.avg=0.374428093
[iter:25720/300000],lr=0.000196413,train_losses.avg=0.374347687
[iter:25740/300000],lr=0.000196407,train_losses.avg=0.374245822
[iter:25760/300000],lr=0.000196402,train_losses.avg=0.374134779
[iter:25780/300000],lr=0.000196396,train_losses.avg=0.374040604
[iter:25800/300000],lr=0.000196391,train_losses.avg=0.373945951
[iter:25820/300000],lr=0.000196385,train_losses.avg=0.373879045
[iter:25840/300000],lr=0.000196380,train_losses.avg=0.373793632
[iter:25860/300000],lr=0.000196374,train_losses.avg=0.373714358
[iter:25880/300000],lr=0.000196369,train_losses.avg=0.373664379
[iter:25900/300000],lr=0.000196363,train_losses.avg=0.373594403
[iter:25920/300000],lr=0.000196357,train_losses.avg=0.373494983
[iter:25940/300000],lr=0.000196352,train_losses.avg=0.373418838
[iter:25960/300000],lr=0.000196346,train_losses.avg=0.373347759
[iter:25980/300000],lr=0.000196341,train_losses.avg=0.373259187
[iter:26000/300000],lr=0.000196335,train_losses.avg=0.373173892
MRAE:0.2812775671482086, RMSE: 0.043865595012903214, PNSR:29.312557220458984
